region,mean_z_score,sem_z_score,std_z_score,t_statistic,p_value,p_fdr_corrected,significant_fdr,cohens_d,n_subjects
Background,0.19210889059581132,0.05037995511240157,0.27130436125632096,3.8132009083216043,0.0006918183679213571,0.024646138671903215,True,0.7080936322078217,29
"Cingulate Gyrus, anterior division",0.2392090564849292,0.06488197290260989,0.3494001170925893,3.686833889037104,0.0009665152420354202,0.024646138671903215,True,0.6846278658273603,29
